Ticker,Year,EPS,End
LUV,2017,5.58,2017-12-31
LVS,2017,3.55,2017-12-31
HIG,2017,-8.61,2017-12-31
FRT,2017,0.67,2017-12-31
BAC,2017,1.63,2017-12-31
ALGN,2017,2.89,2017-12-31
CHRW,2017,3.59,2017-12-31
CMCSA,2017,3.22,2017-12-31
MSI,2017,-3.56,2017-12-31
MAA,2017,2.86,2017-12-31
WMB,2017,2.63,2017-12-31
DHR,2017,3.58,2017-12-31
LYV,2017,-1.12,2017-12-31
CVS,2017,6.47,2017-12-31
PEG,2017,3.12,2017-12-31
FIX,2017,0.2,2017-12-31
BAX,2017,-0.13,2017-12-31
ZBRA,2017,0.07,2017-12-31
UNH,2017,10.95,2017-12-31
BXP,2017,2.93,2017-12-31
SO,2017,0.49,2017-12-31
PFE,2017,3.57,2017-12-31
LMT,2017,6.82,2017-12-31
ARE,2017,0.39,2017-12-31
MCHP,2017,-1.07,2017-12-31
CMS,2017,1.64,2017-12-31
PODD,2017,-0.46,2017-12-31
CBRE,2017,2.05,2017-12-31
TMO,2017,5.64,2017-12-31
ELV,2017,4.8,2017-12-31
CB,2017,3.29,2017-12-31
NSC,2017,13.91,2017-12-31
AEE,2017,-0.24,2017-12-31
WFC,2017,4.14,2017-12-31
SCHW,2017,1.63,2017-12-31
AEP,2017,3.89,2017-12-31
DTE,2017,6.32,2017-12-31
HUM,2017,1.3,2017-12-31
EOG,2017,4.49,2017-12-31
JNJ,2017,0.48,2017-12-31
ORLY,2017,3.56,2017-12-31
ES,2017,3.11,2017-12-31
TTWO,2017,0.22,2017-12-31
VMC,2017,4.54,2017-12-31
RSG,2017,3.79,2017-12-31
JCI,2017,0.25,2017-12-31
VRSN,2017,4.56,2017-12-31
T,2017,4.77,2017-12-31
INCY,2017,-0.71,2017-12-31
KIM,2017,0.87,2017-12-31
EL,2017,1.49,2017-12-31
APH,2017,2.13,2017-12-31
TRGP,2017,-0.31,2017-12-31
KMI,2017,0.01,2017-12-31
EPAM,2017,1.4,2017-12-31
IR,2017,0.1,2017-12-31
JBHT,2017,3.51,2017-12-31
CHTR,2017,38.55,2017-12-31
OXY,2017,1.71,2017-12-31
TXN,2017,3.68,2017-12-31
DGX,2017,1.86,2017-12-31
DLR,2017,0.26,2017-12-31
CINF,2017,3.92,2017-12-31
SLB,2017,-1.08,2017-12-31
NOC,2017,11.55,2017-12-31
NEE,2017,11.47,2017-12-31
TER,2017,-0.54,2017-12-31
IFF,2017,3.73,2017-12-31
AME,2017,2.96,2017-12-31
EMR,2017,0.61,2017-12-31
PCAR,2017,4.76,2017-12-31
ICE,2017,2.11,2017-12-31
EVRG,2017,2.27,2017-12-31
JKHY,2017,2.09,2017-12-31
VRSK,2017,3.36,2017-12-31
AOS,2017,1.72,2017-12-31
MET,2017,2.16,2017-12-31
DD,2017,2.18,2017-12-31
CI,2017,8.92,2017-12-31
HUBB,2017,4.42,2017-12-31
CBOE,2017,2.41,2017-12-31
NXPI,2017,6.54,2017-12-31
TSLA,2017,-11.83,2017-12-31
AMGN,2017,-5.89,2017-12-31
NVR,2017,144.0,2017-12-31
EME,2017,0.91,2017-12-31
CF,2017,1.99,2017-12-31
EG,2017,13.92,2017-12-31
EBAY,2017,-0.95,2017-12-31
RJF,2017,0.82,2017-12-31
AMP,2017,1.17,2017-12-31
IP,2017,3.54,2017-12-31
CFG,2017,3.26,2017-12-31
RCL,2017,7.57,2017-12-31
ACGL,2017,1.4,2017-12-31
CHD,2017,2.97,2017-12-31
NTRS,2017,4.95,2017-12-31
DUK,2017,1.0,2017-12-31
MTD,2017,3.01,2017-12-31
ETN,2017,6.71,2017-12-31
CLX,2017,1.81,2017-12-31
ETR,2017,2.29,2017-12-31
IBKR,2017,1.09,2017-12-31
WRB,2017,1.22,2017-12-31
ATO,2017,2.89,2017-12-31
RVTY,2017,2.67,2017-12-31
KLAC,2017,-0.86,2017-12-31
RMD,2017,0.07,2017-12-31
ESS,2017,1.57,2017-12-31
WAB,2017,0.51,2017-12-31
OMC,2017,4.68,2017-12-31
EXE,2017,0.9,2017-12-31
WEC,2017,3.81,2017-12-31
SBAC,2017,0.07,2017-12-31
MOH,2017,-4.59,2017-12-31
VRTX,2017,1.06,2017-12-31
VTR,2017,1.1,2017-12-31
DHI,2017,0.5,2017-12-31
EW,2017,2.77,2017-12-31
NOW,2017,-0.68,2017-12-31
HII,2017,10.48,2017-12-31
KDP,2017,5.91,2017-12-31
VICI,2017,0.19,2017-12-31
PKG,2017,2.85,2017-12-31
KMB,2017,6.44,2017-12-31
VST,2017,-0.59,2017-12-31
MCD,2017,6.43,2017-12-31
DOV,2017,5.21,2017-12-31
IQV,2017,6.01,2017-12-31
COR,2017,3.95,2017-12-31
NI,2017,0.39,2017-12-31
INVH,2017,-0.26,2017-12-31
DPZ,2017,6.05,2017-12-31
ROL,2017,0.1,2017-12-31
NRG,2017,-6.79,2017-12-31
IBM,2017,6.17,2017-12-31
EQIX,2017,3.03,2017-12-31
EIX,2017,1.73,2017-12-31
ON,2017,1.92,2017-12-31
IEX,2017,4.41,2017-12-31
AMT,2017,0.51,2017-12-31
NWSA,2017,-0.14,2017-12-31
WAT,2017,-4.44,2017-12-31
RTX,2017,0.5,2017-12-31
CVX,2017,4.88,2017-12-31
IVZ,2017,2.75,2017-12-31
C,2017,-7.38,2017-12-31
AON,2017,-0.08,2017-12-31
KEY,2017,1.14,2017-12-31
EQR,2017,1.64,2017-12-31
AJG,2017,2.57,2017-12-31
REGN,2017,1.62,2017-12-31
CMG,2017,6.19,2017-12-31
WELL,2017,1.26,2017-12-31
APTV,2017,5.07,2017-12-31
CAT,2017,-2.18,2017-12-31
CNP,2017,3.01,2017-12-31
EXC,2017,3.98,2017-12-31
JPM,2017,6.35,2017-12-31
NWS,2017,-0.14,2017-12-31
IRM,2017,0.08,2017-12-31
EQT,2017,5.85,2017-12-31
ADP,2017,1.52,2017-12-31
VZ,2017,4.57,2017-12-31
RF,2017,1.01,2017-12-31
HBAN,2017,1.02,2017-12-31
HWM,2017,-1.51,2017-12-31
ODFL,2017,5.63,2017-12-31
NCLH,2017,3.33,2017-12-31
YUM,2017,3.86,2017-12-31
ADM,2017,2.8,2017-12-31
AXP,2017,-1.41,2017-12-31
ROK,2017,-1.84,2017-12-31
NUE,2017,4.11,2017-12-31
WM,2017,2.08,2017-12-31
ITW,2017,4.9,2017-12-31
OKE,2017,1.3,2017-12-31
FANG,2017,1.17,2017-12-31
GWW,2017,2.64,2017-12-31
ISRG,2017,-0.28,2017-12-31
CDW,2017,1.28,2017-12-31
MMM,2017,8.13,2017-12-31
HST,2017,0.76,2017-12-31
ANET,2017,5.85,2017-12-31
EFX,2017,4.89,2017-12-31
DOW,2017,0.6,2017-12-31
TDY,2017,1.91,2017-12-31
SPGI,2017,1.03,2017-12-31
AIG,2017,-6.54,2017-12-31
AWK,2017,2.39,2017-12-31
CNC,2017,4.8,2017-12-31
D,2017,4.72,2017-12-31
ROP,2017,9.51,2017-12-31
ZBH,2017,8.98,2017-12-31
SRE,2017,1.02,2017-12-31
IDXX,2017,0.44,2017-12-31
AIZ,2017,5.79,2017-12-31
ECL,2017,1.95,2017-12-31
EA,2017,-0.6,2017-12-31
PANW,2018,0.08,2018-07-31
CAH,2018,1.95,2018-09-30
HAL,2018,1.13,2018-09-30
KMI,2018,0.31,2018-09-30
MDT,2018,1.62,2018-10-26
NTAP,2018,0.93,2018-10-26
CSCO,2018,0.78,2018-10-27
LULU,2018,0.71,2018-10-28
AMAT,2018,3.27,2018-10-28
HRL,2018,1.91,2018-10-28
NVDA,2018,5.88,2018-10-28
DE,2018,7.34,2018-10-28
WSM,2018,2.17,2018-10-28
HD,2018,2.53,2018-10-28
CPB,2018,0.64,2018-10-28
SJM,2018,1.66,2018-10-31
A,2018,0.98,2018-10-31
SNPS,2018,2.9,2018-10-31
INTU,2018,0.13,2018-10-31
CPRT,2018,0.49,2018-10-31
HPE,2018,1.25,2018-10-31
WMT,2018,1.01,2018-10-31
CRM,2018,1.0,2018-10-31
NDSN,2018,6.51,2018-10-31
COO,2018,2.85,2018-10-31
KEYS,2018,0.88,2018-10-31
ADSK,2018,-0.67,2018-10-31
HPQ,2018,3.3,2018-10-31
LOW,2018,0.78,2018-11-02
DG,2018,4.15,2018-11-02
DLTR,2018,1.18,2018-11-03
ADI,2018,1.16,2018-11-03
TJX,2018,1.78,2018-11-03
ROST,2018,3.09,2018-11-03
BBY,2018,1.01,2018-11-03
ULTA,2018,2.2,2018-11-03
TGT,2018,4.02,2018-11-03
AVGO,2018,29.33,2018-11-04
KR,2018,0.39,2018-11-10
AZO,2018,13.71,2018-11-17
DRI,2018,2.27,2018-11-25
CAG,2018,0.31,2018-11-25
GIS,2018,0.57,2018-11-25
COST,2018,1.75,2018-11-25
LW,2018,1.47,2018-11-25
MU,2018,2.91,2018-11-29
FDX,2018,3.56,2018-11-30
PAYX,2018,1.34,2018-11-30
NKE,2018,0.54,2018-11-30
ORCL,2018,0.63,2018-11-30
ADBE,2018,5.28,2018-11-30
CCL,2018,4.45,2018-11-30
FDS,2018,2.21,2018-11-30
CTAS,2018,4.21,2018-11-30
JBL,2018,0.77,2018-11-30
LEN,2018,5.46,2018-11-30
ACN,2018,2.0,2018-11-30
MKC,2018,1.62,2018-11-30
LRCX,2018,7.1,2018-12-23
WDC,2018,0.08,2018-12-28
GEN,2018,0.1,2018-12-28
TEL,2018,0.81,2018-12-28
SWKS,2018,1.61,2018-12-28
LDOS,2018,3.85,2018-12-28
TRMB,2018,1.13,2018-12-28
LHX,2018,3.71,2018-12-28
J,2018,0.87,2018-12-28
STX,2018,1.35,2018-12-28
HOLX,2018,0.36,2018-12-29
SNA,2018,3.14,2018-12-29
DIS,2018,1.87,2018-12-29
RL,2018,4.92,2018-12-29
INTC,2018,4.57,2018-12-29
KHC,2018,-8.36,2018-12-29
AVY,2018,1.13,2018-12-29
CDNS,2018,1.26,2018-12-29
AMD,2018,0.04,2018-12-29
SWK,2018,-0.72,2018-12-29
TXT,2018,1.02,2018-12-29
PEP,2018,8.84,2018-12-29
PTC,2018,0.18,2018-12-29
TSCO,2018,4.34,2018-12-29
SYY,2018,0.52,2018-12-29
TPR,2018,0.88,2018-12-29
GRMN,2018,3.68,2018-12-29
CRL,2018,4.72,2018-12-29
HSIC,2018,3.51,2018-12-29
AAPL,2018,1.05,2018-12-29
HAS,2018,1.75,2018-12-30
SBUX,2018,0.61,2018-12-30
QCOM,2018,0.88,2018-12-30
RVTY,2018,2.15,2018-12-30
DPZ,2018,2.71,2018-12-30
JNJ,2018,1.14,2018-12-30
TDY,2018,2.53,2018-12-30
XEL,2018,2.47,2018-12-31
SYF,2018,1.09,2018-12-31
LUV,2018,4.3,2018-12-31
SO,2018,2.18,2018-12-31
MPWR,2018,0.65,2018-12-31
XYL,2018,3.05,2018-12-31
STE,2018,2.31,2018-12-31
SMCI,2018,0.75,2018-12-31
STLD,2018,5.38,2018-12-31
STT,2018,6.48,2018-12-31
SYK,2018,5.52,2018-12-31
MDLZ,2018,2.3,2018-12-31
MCO,2018,1.31,2018-12-31
SRE,2018,3.45,2018-12-31
MSI,2018,2.58,2018-12-31
WMB,2018,-0.16,2018-12-31
SLB,2018,1.54,2018-12-31
MSCI,2018,1.75,2018-12-31
TTWO,2018,1.59,2018-12-31
MCHP,2018,0.77,2018-12-31
WYNN,2018,5.37,2018-12-31
TMUS,2018,0.75,2018-12-31
MS,2018,0.81,2018-12-31
NOW,2018,-0.15,2018-12-31
SBAC,2018,0.41,2018-12-31
TROW,2018,7.41,2018-12-31
MOS,2018,1.22,2018-12-31
SHW,2018,11.92,2018-12-31
WTW,2018,5.29,2018-12-31
POOL,2018,0.42,2018-12-31
ODFL,2018,7.39,2018-12-31
UNP,2018,7.95,2018-12-31
OXY,2018,5.4,2018-12-31
PPG,2018,1.08,2018-12-31
VTRS,2018,0.69,2018-12-31
PNW,2018,0.23,2018-12-31
VICI,2018,1.43,2018-12-31
VST,2018,-0.35,2018-12-31
UAL,2018,7.7,2018-12-31
PNC,2018,10.79,2018-12-31
UBER,2018,0.0,2018-12-31
NVR,2018,219.58,2018-12-31
PGR,2018,4.45,2018-12-31
USB,2018,4.15,2018-12-31
ZTS,2018,2.96,2018-12-31
PLD,2018,0.95,2018-12-31
WRB,2018,0.69,2018-12-31
ORLY,2018,16.27,2018-12-31
PPL,2018,0.57,2018-12-31
VMC,2018,0.94,2018-12-31
PFG,2018,0.84,2018-12-31
NXPI,2018,6.78,2018-12-31
UDR,2018,0.74,2018-12-31
PG,2018,2.51,2018-12-31
VRTX,2018,8.24,2018-12-31
VRSN,2018,5.13,2018-12-31
UHS,2018,8.35,2018-12-31
PCAR,2018,6.25,2018-12-31
PNR,2018,0.54,2018-12-31
VRSK,2018,3.63,2018-12-31
PH,2018,2.39,2018-12-31
PLTR,2018,-1.11,2018-12-31
VLO,2018,7.3,2018-12-31
PKG,2018,7.82,2018-12-31
PAYC,2018,0.55,2018-12-31
VTR,2018,0.17,2018-12-31
PYPL,2018,1.74,2018-12-31
MAA,2018,1.93,2018-12-31
OTIS,2018,2.42,2018-12-31
MSFT,2018,1.09,2018-12-31
ON,2018,1.48,2018-12-31
PM,2018,1.23,2018-12-31
UPS,2018,5.53,2018-12-31
OMC,2018,5.85,2018-12-31
PSX,2018,11.87,2018-12-31
UNH,2018,12.45,2018-12-31
PFE,2018,1.9,2018-12-31
ZBRA,2018,2.14,2018-12-31
PCG,2018,-13.25,2018-12-31
URI,2018,13.26,2018-12-31
VZ,2018,3.76,2018-12-31
OKE,2018,2.8,2018-12-31
TYL,2018,3.84,2018-12-31
RMD,2018,0.87,2018-12-31
WFC,2018,4.31,2018-12-31
TER,2018,2.41,2018-12-31
NEE,2018,14.03,2018-12-31
NWS,2018,0.34,2018-12-31
TSLA,2018,-1.14,2018-12-31
TXN,2018,5.71,2018-12-31
RF,2018,1.55,2018-12-31
YUM,2018,4.8,2018-12-31
WEC,2018,0.65,2018-12-31
RSG,2018,3.17,2018-12-31
RCL,2018,1.51,2018-12-31
TRGP,2018,-0.53,2018-12-31
WY,2018,-0.12,2018-12-31
NDAQ,2018,2.77,2018-12-31
ZBH,2018,-1.86,2018-12-31
NFLX,2018,0.31,2018-12-31
NWSA,2018,0.34,2018-12-31
NEM,2018,0.64,2018-12-31
ROK,2018,0.67,2018-12-31
WELL,2018,0.27,2018-12-31
WST,2018,2.8,2018-12-31
ROP,2018,2.49,2018-12-31
ROL,2018,0.71,2018-12-31
SPGI,2018,7.8,2018-12-31
REGN,2018,22.65,2018-12-31
TRV,2018,9.37,2018-12-31
PSA,2018,3.05,2018-12-31
MOH,2018,3.24,2018-12-31
WAB,2018,3.06,2018-12-31
NCLH,2018,4.28,2018-12-31
NUE,2018,7.44,2018-12-31
PRU,2018,2.01,2018-12-31
TFC,2018,3.96,2018-12-31
GWW,2018,3.71,2018-12-31
PEG,2018,0.39,2018-12-31
NRG,2018,0.88,2018-12-31
RJF,2018,1.73,2018-12-31
WM,2018,1.25,2018-12-31
RTX,2018,0.83,2018-12-31
O,2018,1.26,2018-12-31
WAT,2018,2.48,2018-12-31
NSC,2018,2.59,2018-12-31
PHM,2018,0.84,2018-12-31
TT,2018,5.41,2018-12-31
PWR,2018,1.92,2018-12-31
NI,2018,-0.05,2018-12-31
TTD,2018,2.08,2018-12-31
NTRS,2018,6.68,2018-12-31
DGX,2018,0.93,2018-12-31
NOC,2018,18.59,2018-12-31
TMO,2018,7.31,2018-12-31
ALLE,2018,4.58,2018-12-31
ISRG,2018,2.56,2018-12-31
CLX,2018,3.07,2018-12-31
IVZ,2018,2.14,2018-12-31
CFG,2018,3.54,2018-12-31
KO,2018,1.51,2018-12-31
LNT,2018,2.19,2018-12-31
CMS,2018,2.33,2018-12-31
ICE,2018,1.07,2018-12-31
IFF,2018,3.81,2018-12-31
CME,2018,1.1,2018-12-31
IP,2018,4.91,2018-12-31
BIIB,2018,4.74,2018-12-31
JKHY,2018,0.88,2018-12-31
CINF,2018,1.76,2018-12-31
CI,2018,10.69,2018-12-31
JCI,2018,0.39,2018-12-31
ARE,2018,-0.3,2018-12-31
BX,2018,2.27,2018-12-31
INVH,2018,0.05,2018-12-31
C,2018,6.69,2018-12-31
IBKR,2018,2.3,2018-12-31
IQV,2018,0.34,2018-12-31
IRM,2018,0.55,2018-12-31
JBHT,2018,0.81,2018-12-31
ALGN,2018,5.0,2018-12-31
HBAN,2018,0.3,2018-12-31
MO,2018,3.69,2018-12-31
COP,2018,5.36,2018-12-31
HII,2018,4.96,2018-12-31
GOOG,2018,44.22,2018-12-31
HUM,2018,12.24,2018-12-31
HWM,2018,0.45,2018-12-31
BAX,2018,0.58,2018-12-31
AMZN,2018,20.68,2018-12-31
ED,2018,4.43,2018-12-31
BDX,2018,2.09,2018-12-31
HUBB,2018,6.57,2018-12-31
CL,2018,2.76,2018-12-31
IR,2018,1.34,2018-12-31
PODD,2018,0.17,2018-12-31
CTSH,2018,3.61,2018-12-31
TECH,2018,0.46,2018-12-31
ALL,2018,-0.91,2018-12-31
INCY,2018,0.52,2018-12-31
IEX,2018,1.29,2018-12-31
FIX,2018,3.03,2018-12-31
IBM,2018,9.57,2018-12-31
ITW,2018,1.84,2018-12-31
CMCSA,2018,2.56,2018-12-31
GOOGL,2018,44.22,2018-12-31
IDXX,2018,0.99,2018-12-31
HST,2018,1.47,2018-12-31
CAT,2018,10.39,2018-12-31
BSX,2018,1.21,2018-12-31
BMY,2018,0.71,2018-12-31
LYB,2018,1.81,2018-12-31
MTB,2018,12.75,2018-12-31
CARR,2018,3.16,2018-12-31
CBOE,2018,1.23,2018-12-31
CDW,2018,4.26,2018-12-31
LIN,2018,13.26,2018-12-31
CBRE,2018,3.13,2018-12-31
LYV,2018,-0.82,2018-12-31
LMT,2018,4.43,2018-12-31
L,2018,1.99,2018-12-31
MPC,2018,1.38,2018-12-31
MTCH,2018,2.29,2018-12-31
CPT,2018,1.63,2018-12-31
ABT,2018,1.34,2018-12-31
MCD,2018,1.84,2018-12-31
ABBV,2018,-1.23,2018-12-31
MAR,2018,0.93,2018-12-31
MRSH,2018,0.3,2018-12-31
MLM,2018,7.46,2018-12-31
MAS,2018,0.65,2018-12-31
MA,2018,0.87,2018-12-31
COF,2018,11.9,2018-12-31
LLY,2018,3.14,2018-12-31
KMB,2018,4.05,2018-12-31
CVX,2018,7.81,2018-12-31
BK,2018,0.84,2018-12-31
KIM,2018,0.17,2018-12-31
KLAC,2018,2.43,2018-12-31
APD,2018,1.58,2018-12-31
CMG,2018,1.15,2018-12-31
CHD,2018,2.32,2018-12-31
ALB,2018,6.4,2018-12-31
CB,2018,8.55,2018-12-31
KDP,2018,0.19,2018-12-31
KEY,2018,1.73,2018-12-31
AKAM,2018,1.78,2018-12-31
XYZ,2018,-0.09,2018-12-31
JPM,2018,9.04,2018-12-31
LVS,2018,-0.22,2018-12-31
BKNG,2018,14.0,2018-12-31
CNC,2018,2.31,2018-12-31
AES,2018,0.19,2018-12-31
LII,2018,1.89,2018-12-31
COR,2018,1.86,2018-12-31
CNP,2018,0.18,2018-12-31
SCHW,2018,2.47,2018-12-31
LH,2018,1.58,2018-12-31
CHTR,2018,5.29,2018-12-31
BA,2018,6.0,2018-12-31
AFL,2018,3.79,2018-12-31
CF,2018,1.25,2018-12-31
EXPE,2018,0.11,2018-12-31
DOV,2018,3.8,2018-12-31
EXPD,2018,1.04,2018-12-31
EXR,2018,0.8,2018-12-31
T,2018,0.66,2018-12-31
EXE,2018,0.85,2018-12-31
EVRG,2018,2.5,2018-12-31
DHI,2018,0.77,2018-12-31
AIZ,2018,0.32,2018-12-31
ES,2018,0.73,2018-12-31
DOW,2018,6.21,2018-12-31
EXC,2018,0.16,2018-12-31
XOM,2018,4.88,2018-12-31
DLR,2018,1.21,2018-12-31
FIS,2018,2.58,2018-12-31
FITB,2018,3.11,2018-12-31
FANG,2018,8.09,2018-12-31
FSLR,2018,1.38,2018-12-31
FRT,2018,3.18,2018-12-31
FFIV,2018,2.17,2018-12-31
D,2018,3.74,2018-12-31
DTE,2018,1.05,2018-12-31
AON,2018,4.62,2018-12-31
ATO,2018,1.38,2018-12-31
FAST,2018,1.31,2018-12-31
FICO,2018,1.38,2018-12-31
ADM,2018,3.21,2018-12-31
ETR,2018,-0.37,2018-12-31
ECL,2018,4.95,2018-12-31
EOG,2018,1.55,2018-12-31
EIX,2018,-4.39,2018-12-31
ELV,2018,1.64,2018-12-31
ANET,2018,4.39,2018-12-31
EW,2018,3.45,2018-12-31
EMR,2018,0.74,2018-12-31
EME,2018,1.37,2018-12-31
DD,2018,1.66,2018-12-31
AJG,2018,3.47,2018-12-31
DUK,2018,3.76,2018-12-31
ESS,2018,1.78,2018-12-31
EL,2018,1.58,2018-12-31
EG,2018,2.18,2018-12-31
APTV,2018,0.94,2018-12-31
EQT,2018,-2.5,2018-12-31
EBAY,2018,2.58,2018-12-31
ETN,2018,4.93,2018-12-31
EPAM,2018,1.11,2018-12-31
EFX,2018,0.21,2018-12-31
EQIX,2018,1.37,2018-12-31
EQR,2018,1.78,2018-12-31
ACGL,2018,1.76,2018-12-31
APH,2018,4.0,2018-12-31
AMT,2018,2.79,2018-12-31
GS,2018,25.53,2018-12-31
CCI,2018,1.35,2018-12-31
AIG,2018,-0.01,2018-12-31
HIG,2018,0.53,2018-12-31
CTRA,2018,1.25,2018-12-31
GILD,2018,0.0,2018-12-31
CMI,2018,13.2,2018-12-31
GL,2018,1.48,2018-12-31
AXON,2018,0.04,2018-12-31
CSX,2018,1.02,2018-12-31
GPN,2018,0.48,2018-12-31
CTVA,2018,-6.76,2018-12-31
BAC,2018,2.64,2018-12-31
AEE,2018,3.34,2018-12-31
HON,2018,2.34,2018-12-31
CPAY,2018,9.14,2018-12-31
GLW,2018,1.19,2018-12-31
AMCR,2018,0.12,2018-12-31
AXP,2018,2.33,2018-12-31
BKR,2018,0.28,2018-12-31
DOC,2018,1.75,2018-12-31
HCA,2018,3.09,2018-12-31
CSGP,2018,6.61,2018-12-31
AEP,2018,3.9,2018-12-31
HLT,2018,2.53,2018-12-31
BALL,2018,1.32,2018-12-31
FOXA,2018,0.01,2018-12-31
AMGN,2018,12.7,2018-12-31
FOX,2018,0.01,2018-12-31
BEN,2018,0.54,2018-12-31
DECK,2018,8.06,2018-12-31
FTV,2018,8.33,2018-12-31
FE,2018,0.25,2018-12-31
DXCM,2018,-1.44,2018-12-31
FISV,2018,2.93,2018-12-31
F,2018,0.93,2018-12-31
DAL,2018,5.69,2018-12-31
FTNT,2018,1.98,2018-12-31
ADP,2018,2.44,2018-12-31
DVN,2018,2.5,2018-12-31
FCX,2018,0.33,2018-12-31
GNRC,2018,1.21,2018-12-31
GD,2018,11.33,2018-12-31
DHR,2018,3.78,2018-12-31
AWK,2018,3.16,2018-12-31
GM,2018,5.61,2018-12-31
GPC,2018,5.53,2018-12-31
CVS,2018,-0.37,2018-12-31
DDOG,2018,-0.15,2018-12-31
DAY,2018,-0.6,2018-12-31
IT,2018,1.35,2018-12-31
AME,2018,0.92,2018-12-31
GE,2018,0.07,2018-12-31
AMP,2018,14.41,2018-12-31
DVA,2018,0.93,2018-12-31
AVB,2018,7.05,2018-12-31
MCK,2018,2.41,2018-12-31
EA,2018,0.87,2018-12-31
MET,2018,4.95,2018-12-31
BLDR,2018,1.79,2018-12-31
META,2018,7.65,2018-12-31
MMM,2018,9.09,2018-12-31
BRO,2018,0.0026,2018-12-31
AOS,2018,0.75,2018-12-31
CHRW,2018,1.36,2018-12-31
MTD,2018,7.25,2018-12-31
MGM,2018,0.82,2018-12-31
MRK,2018,2.34,2018-12-31
BR,2018,0.43,2018-12-31
BXP,2018,3.71,2018-12-31
HAL,2019,0.09,2019-06-30
PANW,2019,-0.87,2019-07-31
LHX,2019,1.93,2019-09-27
LDOS,2019,1.13,2019-09-27
TRMB,2019,0.94,2019-09-27
TXT,2019,0.96,2019-09-28
CAH,2019,-16.65,2019-09-30
GEN,2019,1.27,2019-10-04
WDC,2019,-0.93,2019-10-04
STX,2019,0.75,2019-10-04
MDT,2019,1.02,2019-10-25
NTAP,2019,1.46,2019-10-25
CSCO,2019,0.69,2019-10-26
NVDA,2019,1.47,2019-10-27
CPB,2019,0.55,2019-10-27
AMAT,2019,2.89,2019-10-27
HRL,2019,1.83,2019-10-27
A,2019,3.41,2019-10-31
SJM,2019,1.85,2019-10-31
WMT,2019,3.76,2019-10-31
HPE,2019,0.78,2019-10-31
ADSK,2019,0.3,2019-10-31
INTU,2019,0.22,2019-10-31
HPQ,2019,2.08,2019-10-31
CRM,2019,-0.12,2019-10-31
CPRT,2019,0.94,2019-10-31
KEYS,2019,3.31,2019-10-31
COO,2019,9.44,2019-10-31
SNPS,2019,3.55,2019-10-31
NDSN,2019,5.87,2019-10-31
LOW,2019,4.81,2019-11-01
DELL,2019,5.84,2019-11-01
DG,2019,1.43,2019-11-01
ADI,2019,0.75,2019-11-02
TJX,2019,0.69,2019-11-02
DLTR,2019,2.97,2019-11-02
TGT,2019,1.4,2019-11-02
ROST,2019,1.04,2019-11-02
BBY,2019,2.99,2019-11-02
ULTA,2019,2.25,2019-11-02
HD,2019,2.54,2019-11-03
AVGO,2019,6.77,2019-11-03
WSM,2019,0.96,2019-11-03
DE,2019,10.28,2019-11-03
LULU,2019,0.97,2019-11-03
KR,2019,0.32,2019-11-09
AZO,2019,14.67,2019-11-23
COST,2019,1.91,2019-11-24
LW,2019,1.75,2019-11-24
CAG,2019,0.89,2019-11-24
GIS,2019,1.82,2019-11-24
DRI,2019,0.2,2019-11-24
MU,2019,0.44,2019-11-28
ADBE,2019,1.76,2019-11-29
MKC,2019,5.3,2019-11-30
CCL,2019,4.34,2019-11-30
NKE,2019,1.59,2019-11-30
CTAS,2019,2.35,2019-11-30
FDS,2019,2.47,2019-11-30
PAYX,2019,1.46,2019-11-30
ORCL,2019,1.36,2019-11-30
JBL,2019,0.26,2019-11-30
LEN,2019,5.76,2019-11-30
FDX,2019,2.15,2019-11-30
ACN,2019,2.13,2019-11-30
TEL,2019,0.08,2019-12-27
SWKS,2019,1.51,2019-12-27
J,2019,1.93,2019-12-27
AMD,2019,0.15,2019-12-28
TPR,2019,1.08,2019-12-28
DIS,2019,1.17,2019-12-28
HOLX,2019,1.44,2019-12-28
CDNS,2019,3.62,2019-12-28
RL,2019,4.47,2019-12-28
INTC,2019,4.77,2019-12-28
PTC,2019,0.31,2019-12-28
HSIC,2019,2.27,2019-12-28
AVY,2019,3.61,2019-12-28
SWK,2019,6.44,2019-12-28
SNA,2019,3.12,2019-12-28
CRL,2019,5.17,2019-12-28
TSCO,2019,4.7,2019-12-28
GRMN,2019,1.9,2019-12-28
AAPL,2019,5.04,2019-12-28
KHC,2019,1.59,2019-12-28
SYY,2019,1.64,2019-12-28
PEP,2019,1.27,2019-12-28
LRCX,2019,3.57,2019-12-29
JNJ,2019,5.72,2019-12-29
SBUX,2019,0.75,2019-12-29
QCOM,2019,0.81,2019-12-29
RVTY,2019,2.06,2019-12-29
TDY,2019,11.08,2019-12-29
DPZ,2019,9.83,2019-12-29
HAS,2019,4.07,2019-12-29
DVA,2019,1.89,2019-12-31
WY,2019,-0.02,2019-12-31
COIN,2019,-0.5,2019-12-31
MAR,2019,3.83,2019-12-31
CMCSA,2019,0.69,2019-12-31
CVS,2019,1.34,2019-12-31
IBM,2019,10.63,2019-12-31
MCO,2019,7.51,2019-12-31
GM,2019,4.62,2019-12-31
AMP,2019,14.12,2019-12-31
BMY,2019,-0.55,2019-12-31
GOOG,2019,49.59,2019-12-31
CTSH,2019,3.3,2019-12-31
ROP,2019,8.37,2019-12-31
XYL,2019,2.23,2019-12-31
