Ticker,Year,EPS,End
MMM,2012,6.4,2012-12-31
CBOE,2012,1.78,2012-12-31
ES,2012,1.9,2012-12-31
RJF,2012,0.62,2012-12-31
AIG,2012,2.04,2012-12-31
EG,2012,15.85,2012-12-31
WFC,2012,3.4,2012-12-31
NI,2012,1.43,2012-12-31
CAT,2012,1.07,2012-12-31
DGX,2012,0.35,2012-12-31
EXE,2012,-1.46,2012-12-31
AMT,2012,1.61,2012-12-31
EXC,2012,0.44,2012-12-31
WEC,2012,2.37,2012-12-31
KMB,2012,4.45,2012-12-31
CBRE,2012,0.53,2012-12-31
KLAC,2012,0.64,2012-12-31
COR,2012,0.73,2012-12-31
O,2012,0.86,2012-12-31
AEP,2012,0.05,2012-12-31
EQR,2012,1.18,2012-12-31
NEE,2012,4.59,2012-12-31
TMO,2012,1.05,2012-12-31
AXP,2012,3.91,2012-12-31
EL,2012,1.93,2012-12-31
CDW,2012,0.23,2012-12-31
RTX,2012,2.28,2012-12-31
ESS,2012,3.42,2012-12-31
KIM,2012,0.42,2012-12-31
EMR,2012,0.63,2012-12-31
T,2012,1.25,2012-12-31
BDX,2012,3.18,2012-12-31
OKE,2012,1.75,2012-12-31
GL,2012,5.48,2012-12-31
HII,2012,1.01,2012-12-31
HUM,2012,1.21,2012-12-31
HAL,2012,2.85,2012-12-31
PCG,2012,1.92,2012-12-31
GS,2012,14.63,2012-12-31
UNH,2012,1.22,2012-12-31
HBAN,2012,0.71,2012-12-31
AIZ,2012,5.74,2012-12-31
ON,2012,-0.2,2012-12-31
IEX,2012,-1.45,2012-12-31
AJG,2012,1.61,2012-12-31
GPC,2012,4.17,2012-12-31
GILD,2012,0.5,2012-12-31
PM,2012,1.25,2012-12-31
VRTX,2012,-0.35,2012-12-31
URI,2012,0.91,2012-12-31
SYK,2012,0.71,2012-12-31
IBM,2012,14.53,2012-12-31
TECH,2012,0.69,2012-12-31
PSX,2012,6.55,2012-12-31
BAX,2012,4.22,2012-12-31
PAYC,2012,-0.01,2012-12-31
HLT,2012,0.38,2012-12-31
VRSN,2012,2.04,2012-12-31
ADP,2012,0.81,2012-12-31
AXON,2012,0.07,2012-12-31
VRSK,2012,1.98,2012-12-31
PKG,2012,1.7,2012-12-31
HON,2012,3.74,2012-12-31
AVB,2012,1.19,2012-12-31
PH,2012,2.82,2012-12-31
VTR,2012,1.24,2012-12-31
HST,2012,0.08,2012-12-31
HWM,2012,0.18,2012-12-31
BIIB,2012,1.24,2012-12-31
ATO,2012,0.89,2012-12-31
UHS,2012,1.39,2012-12-31
BAC,2012,0.26,2012-12-31
HIG,2012,-0.18,2012-12-31
VZ,2012,0.31,2012-12-31
PFE,2012,1.96,2012-12-31
PCAR,2012,3.13,2012-12-31
DOC,2012,1.9,2012-12-31
VLO,2012,3.77,2012-12-31
BALL,2012,0.4,2012-12-31
HUBB,2012,1.21,2012-12-31
HCA,2012,3.65,2012-12-31
PNR,2012,-1.31,2012-12-31
FCX,2012,3.2,2012-12-31
APTV,2012,0.43,2012-12-31
IP,2012,0.54,2012-12-31
BSX,2012,-2.89,2012-12-31
UNP,2012,8.33,2012-12-31
ICE,2012,1780000.0,2012-12-31
NVR,2012,36.04,2012-12-31
BKNG,2012,5.79,2012-12-31
IFF,2012,3.11,2012-12-31
PPL,2012,2.61,2012-12-31
BEN,2012,2.42,2012-12-31
GWW,2012,2.21,2012-12-31
BR,2012,0.13,2012-12-31
F,2012,1.48,2012-12-31
PLD,2012,-0.5,2012-12-31
FISV,2012,4.5,2012-12-31
NUE,2012,1.58,2012-12-31
PFG,2012,0.72,2012-12-31
PG,2012,1.46,2012-12-31
ISRG,2012,4.37,2012-12-31
PGR,2012,1.5,2012-12-31
FTNT,2012,0.42,2012-12-31
UDR,2012,0.85,2012-12-31
WAB,2012,5.24,2012-12-31
BMY,2012,1.17,2012-12-31
IVZ,2012,1.5,2012-12-31
VMC,2012,0.03,2012-12-31
PNC,2012,5.33,2012-12-31
GD,2012,-0.94,2012-12-31
INCY,2012,0.14,2012-12-31
ODFL,2012,1.97,2012-12-31
ITW,2012,6.11,2012-12-31
BX,2012,0.41,2012-12-31
PNW,2012,0.21,2012-12-31
GM,2012,3.1,2012-12-31
IDXX,2012,0.79,2012-12-31
OMC,2012,3.64,2012-12-31
UPS,2012,0.84,2012-12-31
ANET,2012,0.39,2012-12-31
WRB,2012,3.72,2012-12-31
GE,2012,1.29,2012-12-31
ORLY,2012,4.83,2012-12-31
BA,2012,1.29,2012-12-31
IT,2012,1.78,2012-12-31
ACGL,2012,0.1,2012-12-31
POOL,2012,-0.17,2012-12-31
UAL,2012,-2.18,2012-12-31
ADM,2012,2.08,2012-12-31
BK,2012,0.53,2012-12-31
OXY,2012,5.67,2012-12-31
IBKR,2012,0.89,2012-12-31
PPG,2012,6.13,2012-12-31
GNRC,2012,0.42,2012-12-31
FICO,2012,0.67,2012-12-31
MTB,2012,7.57,2012-12-31
NDAQ,2012,2.09,2012-12-31
TER,2012,-0.09,2012-12-31
ETN,2012,3.54,2012-12-31
CMG,2012,1.96,2012-12-31
WMB,2012,1.39,2012-12-31
EA,2012,-0.15,2012-12-31
SCHW,2012,0.15,2012-12-31
CB,2012,2.24,2012-12-31
ALB,2012,3.49,2012-12-31
MSI,2012,3.01,2012-12-31
ARE,2012,1.09,2012-12-31
MPC,2012,9.95,2012-12-31
ROK,2012,1.16,2012-12-31
DUK,2012,3.07,2012-12-31
RCL,2012,-1.8,2012-12-31
EME,2012,2.2,2012-12-31
LII,2012,0.44,2012-12-31
ALLE,2012,2.29,2012-12-31
ELV,2012,8.26,2012-12-31
L,2012,1.44,2012-12-31
MSCI,2012,1.5,2012-12-31
CINF,2012,2.59,2012-12-31
WY,2012,0.71,2012-12-31
EIX,2012,-1.65,2012-12-31
NFLX,2012,0.14,2012-12-31
C,2012,2.51,2012-12-31
LYV,2012,-0.87,2012-12-31
EW,2012,2.55,2012-12-31
LLY,2012,3.67,2012-12-31
ECL,2012,0.79,2012-12-31
CVX,2012,13.42,2012-12-31
EBAY,2012,2.02,2012-12-31
CHD,2012,0.58,2012-12-31
AKAM,2012,1.15,2012-12-31
ROL,2012,0.16,2012-12-31
SPGI,2012,-0.78,2012-12-31
LVS,2012,1.89,2012-12-31
ALGN,2012,0.73,2012-12-31
DOV,2012,0.9,2012-12-31
LYB,2012,1.1,2012-12-31
MS,2012,0.3,2012-12-31
WTW,2012,-2.58,2012-12-31
DTE,2012,0.47,2012-12-31
LMT,2012,8.48,2012-12-31
ALL,2012,0.82,2012-12-31
ROP,2012,4.95,2012-12-31
DHI,2012,0.21,2012-12-31
WYNN,2012,1.11,2012-12-31
TRGP,2012,0.93,2012-12-31
ARE,2013,0.36,2013-03-31
TSLA,2013,0.1,2013-03-31
PANW,2013,-0.22,2013-07-31
TRMB,2013,0.21,2013-09-27
MAA,2013,2.92,2013-09-30
MDT,2013,0.9,2013-10-25
NTAP,2013,0.49,2013-10-25
CSCO,2013,0.37,2013-10-26
AMAT,2013,0.21,2013-10-27
CPB,2013,0.55,2013-10-27
HRL,2013,1.99,2013-10-27
NVDA,2013,0.2,2013-10-27
KEYS,2013,2.74,2013-10-31
SNPS,2013,0.37,2013-10-31
INTU,2013,-0.04,2013-10-31
ADSK,2013,0.26,2013-10-31
A,2013,2.12,2013-10-31
HPE,2013,1.14,2013-10-31
HPQ,2013,2.64,2013-10-31
COO,2013,1.18,2013-10-31
SJM,2013,2.65,2013-10-31
CRM,2013,-0.19,2013-10-31
WMT,2013,1.15,2013-10-31
DE,2013,9.18,2013-10-31
NDSN,2013,3.45,2013-10-31
CPRT,2013,0.33,2013-10-31
LDOS,2013,-0.1,2013-11-01
LOW,2013,0.47,2013-11-01
DG,2013,0.74,2013-11-01
BBY,2013,0.16,2013-11-02
ROST,2013,0.81,2013-11-02
TJX,2013,2.17,2013-11-02
TGT,2013,0.54,2013-11-02
ULTA,2013,2.07,2013-11-02
ADI,2013,2.19,2013-11-02
DLTR,2013,1.73,2013-11-02
LULU,2013,0.46,2013-11-03
HD,2013,3.04,2013-11-03
WSM,2013,0.59,2013-11-03
KR,2013,0.58,2013-11-09
AZO,2013,6.39,2013-11-23
COST,2013,0.97,2013-11-24
GIS,2013,0.87,2013-11-24
CAG,2013,0.93,2013-11-24
DRI,2013,0.15,2013-11-24
MU,2013,0.34,2013-11-28
ADBE,2013,0.13,2013-11-29
FDX,2013,1.58,2013-11-30
NKE,2013,0.6,2013-11-30
CCL,2013,1.36,2013-11-30
ACN,2013,1.18,2013-11-30
JBL,2013,0.58,2013-11-30
PAYX,2013,0.43,2013-11-30
CTAS,2013,1.34,2013-11-30
ORCL,2013,1.04,2013-11-30
GPN,2013,1.02,2013-11-30
MKC,2013,2.94,2013-11-30
FDS,2013,1.21,2013-11-30
LEN,2013,0.84,2013-11-30
J,2013,0.72,2013-12-27
JCI,2013,0.58,2013-12-27
CSX,2013,1.83,2013-12-27
GEN,2013,0.41,2013-12-27
LHX,2013,2.44,2013-12-27
SWKS,2013,0.51,2013-12-27
STX,2013,2.46,2013-12-27
TEL,2013,0.86,2013-12-27
WDC,2013,3.92,2013-12-27
PTC,2013,0.33,2013-12-28
SNA,2013,1.63,2013-12-28
YUM,2013,2.41,2013-12-28
SYY,2013,0.36,2013-12-28
AAPL,2013,2.08,2013-12-28
CRL,2013,2.15,2013-12-28
PEP,2013,4.37,2013-12-28
HSIC,2013,5.02,2013-12-28
TXT,2013,1.78,2013-12-28
TPR,2013,1.07,2013-12-28
RL,2013,6.89,2013-12-28
HOLX,2013,-0.02,2013-12-28
AVY,2013,0.44,2013-12-28
AMD,2013,-0.11,2013-12-28
SWK,2013,3.16,2013-12-28
INTC,2013,1.94,2013-12-28
TSCO,2013,2.35,2013-12-28
CDNS,2013,0.59,2013-12-28
GRMN,2013,3.13,2013-12-28
JNJ,2013,4.92,2013-12-29
TDY,2013,4.96,2013-12-29
SBUX,2013,0.72,2013-12-29
RVTY,2013,0.6,2013-12-29
QCOM,2013,1.11,2013-12-29
DPZ,2013,2.58,2013-12-29
HAS,2013,2.2,2013-12-29
LRCX,2013,0.92,2013-12-29
ORLY,2013,1.43,2013-12-31
HST,2013,0.43,2013-12-31
CAT,2013,1.57,2013-12-31
EXE,2013,0.73,2013-12-31
CF,2013,24.87,2013-12-31
RMD,2013,0.61,2013-12-31
EOG,2013,4.07,2013-12-31
DECK,2013,4.19,2013-12-31
NWS,2013,0.26,2013-12-31
IDXX,2013,0.83,2013-12-31
EFX,2013,2.9,2013-12-31
O,2013,1.06,2013-12-31
OKE,2013,1.29,2013-12-31
AEE,2013,0.15,2013-12-31
IEX,2013,0.83,2013-12-31
HII,2013,5.25,2013-12-31
ESS,2013,4.05,2013-12-31
MOH,2013,1.16,2013-12-31
CDW,2013,0.85,2013-12-31
TMO,2013,0.95,2013-12-31
AMZN,2013,0.6,2013-12-31
NEM,2013,-2.33,2013-12-31
OMC,2013,3.73,2013-12-31
CME,2013,2.94,2013-12-31
RTX,2013,6.35,2013-12-31
HBAN,2013,0.73,2013-12-31
WST,2013,1.61,2013-12-31
REG,2013,0.5,2013-12-31
TTWO,2013,4.02,2013-12-31
REGN,2013,4.33,2013-12-31
IBM,2013,15.06,2013-12-31
ON,2013,0.34,2013-12-31
EQIX,2013,0.91,2013-12-31
TAP,2013,3.1,2013-12-31
NWSA,2013,0.26,2013-12-31
AJG,2013,2.08,2013-12-31
COR,2013,0.18,2013-12-31
EQR,2013,0.31,2013-12-31
ABT,2013,0.38,2013-12-31
DVN,2013,-0.06,2013-12-31
CMS,2013,1.71,2013-12-31
CNC,2013,3.05,2013-12-31
VRTX,2013,-1.98,2013-12-31
SHW,2013,7.41,2013-12-31
FANG,2013,0.43,2013-12-31
AIZ,2013,6.38,2013-12-31
LH,2013,6.36,2013-12-31
EL,2013,1.11,2013-12-31
ES,2013,2.49,2013-12-31
CBOE,2013,1.99,2013-12-31
NFLX,2013,1.93,2013-12-31
GOOG,2013,19.13,2013-12-31
ODFL,2013,2.39,2013-12-31
INCY,2013,-0.56,2013-12-31
WELL,2013,0.28,2013-12-31
RJF,2013,0.83,2013-12-31
AEP,2013,0.71,2013-12-31
HUBB,2013,1.39,2013-12-31
PCAR,2013,3.31,2013-12-31
WY,2013,0.07,2013-12-31
OXY,2013,7.33,2013-12-31
HWM,2013,-2.14,2013-12-31
RSG,2013,1.63,2013-12-31
EXC,2013,0.6,2013-12-31
NEE,2013,0.76,2013-12-31
EPAM,2013,1.35,2013-12-31
AOS,2013,0.46,2013-12-31
GOOGL,2013,19.13,2013-12-31
ADM,2013,2.03,2013-12-31
VRSN,2013,3.77,2013-12-31
ADP,2013,1.47,2013-12-31
PKG,2013,4.57,2013-12-31
VRSK,2013,2.07,2013-12-31
MCD,2013,5.59,2013-12-31
ANET,2013,0.76,2013-12-31
HUM,2013,7.81,2013-12-31
VMC,2013,0.07,2013-12-31
MET,2013,2.94,2013-12-31
T,2013,1.31,2013-12-31
CBRE,2013,0.96,2013-12-31
DLR,2013,0.33,2013-12-31
CNP,2013,0.26,2013-12-31
RF,2013,0.78,2013-12-31
DAL,2013,12.41,2013-12-31
LVS,2013,0.71,2013-12-31
CTSH,2013,0.54,2013-12-31
ATO,2013,0.95,2013-12-31
ITW,2013,3.76,2013-12-31
SPG,2013,4.24,2013-12-31
TROW,2013,4.02,2013-12-31
KO,2013,1.94,2013-12-31
EQT,2013,2.59,2013-12-31
SRE,2013,4.1,2013-12-31
VZ,2013,1.77,2013-12-31
EG,2013,25.67,2013-12-31
MPC,2013,2.09,2013-12-31
SYF,2013,0.63,2013-12-31
TECH,2013,0.68,2013-12-31
DHI,2013,0.38,2013-12-31
FE,2013,0.94,2013-12-31
ROP,2013,5.43,2013-12-31
APD,2013,1.37,2013-12-31
MTB,2013,8.26,2013-12-31
IQV,2013,1.83,2013-12-31
CCI,2013,-0.11,2013-12-31
URI,2013,1.49,2013-12-31
JPM,2013,4.38,2013-12-31
FSLR,2013,3.77,2013-12-31
AON,2013,3.57,2013-12-31
PRU,2013,-1.55,2013-12-31
PSX,2013,6.07,2013-12-31
BIIB,2013,1.94,2013-12-31
FISV,2013,2.47,2013-12-31
SPGI,2013,0.63,2013-12-31
XEL,2013,1.91,2013-12-31
CB,2013,2.93,2013-12-31
CTRA,2013,0.67,2013-12-31
USB,2013,3.02,2013-12-31
ECL,2013,0.95,2013-12-31
WAT,2013,5.27,2013-12-31
IRM,2013,0.25,2013-12-31
BRO,2013,0.32,2013-12-31
GPC,2013,4.43,2013-12-31
MTD,2013,3.72,2013-12-31
MCO,2013,0.96,2013-12-31
NSC,2013,1.66,2013-12-31
GILD,2013,0.52,2013-12-31
GS,2013,16.34,2013-12-31
EW,2013,1.74,2013-12-31
FIS,2013,1.7,2013-12-31
KDP,2013,0.78,2013-12-31
TFC,2013,2.22,2013-12-31
BXP,2013,4.87,2013-12-31
IVZ,2013,2.1,2013-12-31
WYNN,2013,7.25,2013-12-31
PCG,2013,1.83,2013-12-31
ZBH,2013,1.38,2013-12-31
DOV,2013,1.14,2013-12-31
ROL,2013,0.84,2013-12-31
HAL,2013,2.37,2013-12-31
UNH,2013,1.43,2013-12-31
BDX,2013,1.4,2013-12-31
BLDR,2013,0.05,2013-12-31
NRG,2013,-1.22,2013-12-31
TYL,2013,1.23,2013-12-31
EIX,2013,0.92,2013-12-31
MSFT,2013,1.42,2013-12-31
AKAM,2013,0.45,2013-12-31
ABBV,2013,2.58,2013-12-31
PEG,2013,0.4,2013-12-31
AWK,2013,2.08,2013-12-31
LYB,2013,2.13,2013-12-31
CMG,2013,10.58,2013-12-31
FITB,2013,2.05,2013-12-31
ED,2013,3.62,2013-12-31
MS,2013,0.02,2013-12-31
GL,2013,5.76,2013-12-31
PM,2013,1.24,2013-12-31
PLD,2013,0.65,2013-12-31
ZTS,2013,1.01,2013-12-31
BSX,2013,-0.09,2013-12-31
BK,2013,0.44,2013-12-31
PPG,2013,22.53,2013-12-31
CINF,2013,3.16,2013-12-31
FCX,2013,0.68,2013-12-31
MDLZ,2013,2.21,2013-12-31
BEN,2013,0.96,2013-12-31
STLD,2013,0.86,2013-12-31
ETN,2013,3.93,2013-12-31
JKHY,2013,1.22,2013-12-31
APH,2013,4.0,2013-12-31
POOL,2013,2.1,2013-12-31
MAS,2013,0.8,2013-12-31
BKNG,2013,7.32,2013-12-31
GLW,2013,0.3,2013-12-31
IT,2013,1.97,2013-12-31
MA,2013,0.52,2013-12-31
RCL,2013,2.16,2013-12-31
UNP,2013,4.74,2013-12-31
NTRS,2013,3.01,2013-12-31
SYK,2013,1.02,2013-12-31
AMGN,2013,1.35,2013-12-31
PPL,2013,1.85,2013-12-31
CPAY,2013,0.83,2013-12-31
GE,2013,1.28,2013-12-31
WBD,2013,3.01,2013-12-31
BA,2013,6.03,2013-12-31
DUK,2013,3.77,2013-12-31
AES,2013,-0.28,2013-12-31
XYL,2013,1.23,2013-12-31
UPS,2013,4.65,2013-12-31
NCLH,2013,0.18,2013-12-31
MRSH,2013,2.47,2013-12-31
STT,2013,4.71,2013-12-31
PGR,2013,1.95,2013-12-31
SMCI,2013,0.31,2013-12-31
DTE,2013,0.7,2013-12-31
BR,2013,0.6,2013-12-31
JBHT,2013,2.92,2013-12-31
PNW,2013,3.69,2013-12-31
AMP,2013,6.56,2013-12-31
FTNT,2013,0.27,2013-12-31
UDR,2013,0.16,2013-12-31
F,2013,1.83,2013-12-31
MAR,2013,2.05,2013-12-31
MCHP,2013,0.53,2013-12-31
GM,2013,2.71,2013-12-31
PFG,2013,0.79,2013-12-31
CSGP,2013,1.07,2013-12-31
WM,2013,-1.29,2013-12-31
AME,2013,2.12,2013-12-31
UAL,2013,1.64,2013-12-31
BMY,2013,1.56,2013-12-31
GNRC,2013,0.71,2013-12-31
CHD,2013,0.66,2013-12-31
PNC,2013,7.48,2013-12-31
BX,2013,2.0,2013-12-31
EBAY,2013,2.2,2013-12-31
NOC,2013,2.17,2013-12-31
MLM,2013,2.62,2013-12-31
MRK,2013,1.49,2013-12-31
PG,2013,1.24,2013-12-31
GD,2013,6.72,2013-12-31
MPWR,2013,0.61,2013-12-31
AFL,2013,6.8,2013-12-31
WAB,2013,0.77,2013-12-31
HLT,2013,0.45,2013-12-31
PYPL,2013,0.78,2013-12-31
WFC,2013,3.95,2013-12-31
TRV,2013,2.73,2013-12-31
WMB,2013,0.63,2013-12-31
AIG,2013,6.16,2013-12-31
FFIV,2013,0.88,2013-12-31
ZBRA,2013,2.65,2013-12-31
LYV,2013,-0.42,2013-12-31
ALLE,2013,0.34,2013-12-31
CMCSA,2013,0.73,2013-12-31
NVR,2013,56.25,2013-12-31
APTV,2013,0.97,2013-12-31
PAYC,2013,-0.05,2013-12-31
MSCI,2013,1.85,2013-12-31
KIM,2013,0.43,2013-12-31
XOM,2013,7.37,2013-12-31
IFF,2013,4.32,2013-12-31
PNR,2013,0.8,2013-12-31
ALGN,2013,0.8,2013-12-31
NI,2013,0.48,2013-12-31
DHR,2013,3.87,2013-12-31
SCHW,2013,0.78,2013-12-31
IP,2013,0.99,2013-12-31
MTCH,2013,0.93,2013-12-31
TRGP,2013,1.56,2013-12-31
KMB,2013,5.58,2013-12-31
EME,2013,1.85,2013-12-31
SO,2013,0.47,2013-12-31
PHM,2013,6.79,2013-12-31
AXON,2013,0.1,2013-12-31
AMT,2013,1.4,2013-12-31
WEC,2013,2.54,2013-12-31
COF,2013,1.46,2013-12-31
AXP,2013,1.22,2013-12-31
HON,2013,4.99,2013-12-31
TXN,2013,1.94,2013-12-31
VTR,2013,1.55,2013-12-31
ETR,2013,3.99,2013-12-31
LII,2013,0.72,2013-12-31
CL,2013,2.41,2013-12-31
DGX,2013,5.58,2013-12-31
TMUS,2013,0.05,2013-12-31
IBKR,2013,0.74,2013-12-31
CLX,2013,1.93,2013-12-31
EXPE,2013,0.72,2013-12-31
ALL,2013,4.87,2013-12-31
KLAC,2013,0.84,2013-12-31
PH,2013,3.34,2013-12-31
TT,2013,2.11,2013-12-31
SLB,2013,5.09,2013-12-31
WRB,2013,0.97,2013-12-31
ICE,2013,-1850000.0,2013-12-31
CFG,2013,-6.12,2013-12-31
EXR,2013,0.68,2013-12-31
EMR,2013,0.65,2013-12-31
D,2013,2.93,2013-12-31
AVB,2013,1.95,2013-12-31
DVA,2013,3.02,2013-12-31
CAH,2013,1.81,2013-12-31
LLY,2013,4.33,2013-12-31
KMI,2013,1.15,2013-12-31
ACGL,2013,5.24,2013-12-31
MCK,2013,0.28,2013-12-31
NDAQ,2013,2.3,2013-12-31
EXPD,2013,0.41,2013-12-31
NOW,2013,-0.54,2013-12-31
MSI,2013,4.13,2013-12-31
CHTR,2013,0.38,2013-12-31
EA,2013,-1.0,2013-12-31
PFE,2013,3.23,2013-12-31
MOS,2013,0.8,2013-12-31
ELV,2013,8.34,2013-12-31
TER,2013,0.86,2013-12-31
HCA,2013,0.96,2013-12-31
NUE,2013,0.53,2013-12-31
ALB,2013,1.92,2013-12-31
L,2013,1.53,2013-12-31
FAST,2013,0.33,2013-12-31
ISRG,2013,17.12,2013-12-31
BAC,2013,0.94,2013-12-31
MMM,2013,6.83,2013-12-31
PSA,2013,4.92,2013-12-31
FRT,2013,2.47,2013-12-31
CHRW,2013,2.65,2013-12-31
LUV,2013,1.06,2013-12-31
CVS,2013,3.77,2013-12-31
FIX,2013,0.15,2013-12-31
KEY,2013,0.98,2013-12-31
SBAC,2013,-0.15,2013-12-31
CMI,2013,7.93,2013-12-31
C,2013,4.35,2013-12-31
FICO,2013,0.49,2013-12-31
BALL,2013,0.87,2013-12-31
CPT,2013,3.82,2013-12-31
WTW,2013,5.53,2013-12-31
LMT,2013,9.29,2013-12-31
DOC,2013,2.13,2013-12-31
VLO,2013,4.99,2013-12-31
COP,2013,7.43,2013-12-31
META,2013,0.62,2013-12-31
BAX,2013,0.6,2013-12-31
ROK,2013,1.43,2013-12-31
UHS,2013,5.21,2013-12-31
HIG,2013,0.37,2013-12-31
CVX,2013,11.18,2013-12-31
MGM,2013,-0.12,2013-12-31
GWW,2013,11.31,2013-12-31
TSLA,2014,-0.4,2014-03-31
O,2014,0.23,2014-06-30
LHX,2014,1.19,2014-09-26
SWK,2014,1.51,2014-09-27
AVY,2014,1.88,2014-09-27
SNA,2014,5.26,2014-09-27
TXT,2014,1.38,2014-09-27
CDNS,2014,0.13,2014-09-27
PTC,2014,1.36,2014-09-30
SPG,2014,0.81,2014-09-30
TRMB,2014,0.61,2014-10-03
GEN,2014,0.35,2014-10-03
SWKS,2014,2.44,2014-10-03
STX,2014,1.17,2014-10-03
WDC,2014,1.81,2014-10-03
NTAP,2014,0.5,2014-10-24
MDT,2014,1.72,2014-10-24
CSCO,2014,0.36,2014-10-25
AMAT,2014,0.88,2014-10-26
NVDA,2014,0.79,2014-10-26
HRL,2014,2.28,2014-10-26
KEYS,2014,2.35,2014-10-31
INTU,2014,-0.29,2014-10-31
CPRT,2014,0.42,2014-10-31
LDOS,2014,0.47,2014-10-31
HPQ,2014,2.66,2014-10-31
SNPS,2014,1.67,2014-10-31
SJM,2014,2.69,2014-10-31
A,2014,1.65,2014-10-31
HPE,2014,0.91,2014-10-31
NDSN,2014,3.88,2014-10-31
DG,2014,2.33,2014-10-31
WMT,2014,1.15,2014-10-31
ADSK,2014,0.05,2014-10-31
LOW,2014,0.59,2014-10-31
CRM,2014,-0.32,2014-10-31
DE,2014,1.84,2014-10-31
COO,2014,5.61,2014-10-31
ADI,2014,0.35,2014-11-01
ROST,2014,0.47,2014-11-01
TJX,2014,0.86,2014-11-01
TGT,2014,1.58,2014-11-01
BBY,2014,2.05,2014-11-01
DLTR,2014,1.91,2014-11-01
ULTA,2014,2.64,2014-11-01
HD,2014,1.16,2014-11-02
CPB,2014,0.75,2014-11-02
WSM,2014,1.72,2014-11-02
LULU,2014,0.42,2014-11-02
KR,2014,0.74,2014-11-08
AZO,2014,7.42,2014-11-22
GIS,2014,0.58,2014-11-23
CAG,2014,0.02,2014-11-23
COST,2014,1.13,2014-11-23
DRI,2014,3.62,2014-11-23
ADBE,2014,0.18,2014-11-28
FDS,2014,1.34,2014-11-30
MKC,2014,3.37,2014-11-30
PAYX,2014,0.48,2014-11-30
GPN,2014,2.22,2014-11-30
JBL,2014,0.37,2014-11-30
ORCL,2014,1.06,2014-11-30
CCL,2014,1.57,2014-11-30
ACN,2014,1.32,2014-11-30
FDX,2014,4.3,2014-11-30
NKE,2014,0.94,2014-11-30
LEN,2014,1.2,2014-11-30
CTAS,2014,1.02,2014-11-30
MU,2014,0.94,2014-12-04
J,2014,0.78,2014-12-26
JCI,2014,0.39,2014-12-26
CSX,2014,1.93,2014-12-26
TEL,2014,1.16,2014-12-26
INTC,2014,2.39,2014-12-27
TSCO,2014,2.69,2014-12-27
CRL,2014,0.58,2014-12-27
YUM,2014,2.37,2014-12-27
HOLX,2014,0.1,2014-12-27
GRMN,2014,1.89,2014-12-27
AAPL,2014,3.08,2014-12-27
HSIC,2014,1.59,2014-12-27
RL,2014,2.44,2014-12-27
SYY,2014,0.27,2014-12-27
TPR,2014,1.1,2014-12-27
PEP,2014,4.31,2014-12-27
AMD,2014,-0.47,2014-12-27
QCOM,2014,1.19,2014-12-28
SBUX,2014,1.31,2014-12-28
JNJ,2014,5.8,2014-12-28
LRCX,2014,1.11,2014-12-28
HAS,2014,3.24,2014-12-28
KHC,2014,-0.04,2014-12-28
DPZ,2014,0.88,2014-12-28
TDY,2014,1.65,2014-12-28
RVTY,2014,1.4,2014-12-28
CTSH,2014,0.6,2014-12-31
T,2014,-0.77,2014-12-31
EQIX,2014,-4.96,2014-12-31
VRSK,2014,2.41,2014-12-31
EW,2014,1.02,2014-12-31
ON,2014,0.43,2014-12-31
POOL,2014,2.5,2014-12-31
CBOE,2014,2.21,2014-12-31
CME,2014,3.37,2014-12-31
LLY,2014,0.4,2014-12-31
MDLZ,2014,1.29,2014-12-31
OMC,2014,1.3,2014-12-31
GILD,2014,7.95,2014-12-31
ZTS,2014,0.25,2014-12-31
BK,2014,2.17,2014-12-31
AJG,2014,1.98,2014-12-31
PRU,2014,-2.69,2014-12-31
IRM,2014,0.06,2014-12-31
CHTR,2014,-1.88,2014-12-31
MOS,2014,2.69,2014-12-31
KEY,2014,1.01,2014-12-31
BRO,2014,1.43,2014-12-31
IEX,2014,0.78,2014-12-31
IFF,2014,5.09,2014-12-31
IDXX,2014,3.63,2014-12-31
FE,2014,0.71,2014-12-31
GS,2014,17.55,2014-12-31
SBAC,2014,0.0,2014-12-31
MSI,2014,0.87,2014-12-31
GOOG,2014,20.91,2014-12-31
AEE,2014,0.2,2014-12-31
RCL,2014,3.45,2014-12-31
MPC,2014,1.44,2014-12-31
GOOGL,2014,20.91,2014-12-31
NWS,2014,0.24,2014-12-31
TT,2014,3.44,2014-12-31
FANG,2014,1.74,2014-12-31
KO,2014,1.62,2014-12-31
ES,2014,2.59,2014-12-31
ICE,2014,8.6,2014-12-31
FRT,2014,2.42,2014-12-31
URI,2014,5.54,2014-12-31
PNR,2014,1.13,2014-12-31
ALGN,2014,1.81,2014-12-31
CNC,2014,2.33,2014-12-31
EFX,2014,0.82,2014-12-31
JBHT,2014,3.2,2014-12-31
SYF,2014,2.78,2014-12-31
REGN,2014,3.46,2014-12-31
APD,2014,1.52,2014-12-31
ROK,2014,1.58,2014-12-31
PFE,2014,1.44,2014-12-31
PH,2014,1.84,2014-12-31
MTD,2014,4.27,2014-12-31
PSX,2014,8.4,2014-12-31
GNRC,2014,2.55,2014-12-31
BKNG,2014,46.3,2014-12-31
C,2014,0.06,2014-12-31
BSX,2014,-0.09,2014-12-31
NEM,2014,0.03,2014-12-31
PCAR,2014,3.83,2014-12-31
