Ticker,Weight,Sector,Score,Price
NEM,0.011757409467742959,Basic Materials,0.9378305241464836,109.80999755859375
DAL,0.011697361378108293,Industrials,0.9330407844057204,82.4800033569336
GD,0.01159352165006149,Industrials,0.9247580018039457,346.82000732421875
CFG,0.01139460142309765,Financial Services,0.9088911170766039,62.2599983215332
TGT,0.011180672328790832,Consumer Defensive,0.8918270490780893,127.06999969482422
SLB,0.011129379862496572,Energy,0.8877357021975126,54.54999923706055
CMI,0.011059316846826515,Industrials,0.8821471212359153,646.6300048828125
AAPL,0.011049310033817194,Technology,0.8813489271511286,312.05999755859375
NUE,0.010966738727247315,Basic Materials,0.8747626215595488,250.0
BKR,0.010956736421474694,Energy,0.873964786994788,63.880001068115234
BIIB,0.010941720342552995,Healthcare,0.8727670284915736,196.0
JNJ,0.010940468251436736,Healthcare,0.8726671553629681,225.3300018310547
GS,0.010917946837396207,Financial Services,0.8708707333201622,1025.56005859375
INCY,0.010895432634934405,Healthcare,0.8690748865093982,96.73999786376953
MS,0.010867904659323526,Financial Services,0.8668791157601806,208.0
AMAT,0.010849137715737093,Technology,0.865382169295181,450.05999755859375
DVN,0.010830382490966085,Energy,0.8638861575822492,44.4900016784668
USB,0.010801606931475648,Financial Services,0.8615908732244522,54.849998474121094
ADM,0.010777828919082163,Consumer Defensive,0.8596942185330148,79.77999877929688
FRT,0.010719032920563754,Real Estate,0.855004351920857,119.62999725341797
NDSN,0.01067399640261408,Industrials,0.8514120111632818,287.3299865722656
IVZ,0.010673990993930038,Financial Services,0.8514115797392505,28.459999084472656
KEY,0.010630211975780667,Financial Services,0.8479195435343121,21.329999923706055
EIX,0.01061645339665927,Utilities,0.8468220895837347,69.94000244140625
FITB,0.010536382666532552,Financial Services,0.8404352426333455,49.93000030517578
AES,0.01051761842728814,Utilities,0.8389385118803614,14.670000076293945
D,0.010485088397343608,Utilities,0.8363437519447582,66.94000244140625
CTRA,0.010450061396745283,Energy,0.8335498209839858,32.560001373291016
GM,0.0104337860151286,Consumer Cyclical,0.8322516141201239,83.23999786376953
GL,0.010427543588494115,Financial Services,0.8317536865572006,153.24000549316406
HST,0.010413768783320591,Real Estate,0.8306549383345293,22.979999542236328
BG,0.01036373471827397,Consumer Defensive,0.8266639679105945,123.30000305175781
CSX,0.010363732915379288,Industrials,0.8266638241025841,45.2599983215332
FSLR,0.010253644450566618,Technology,0.8178826106098496,306.7900085449219
COP,0.010249891783007205,Energy,0.8175832788400539,113.9800033569336
TFC,0.01018108536569011,Financial Services,0.8120949305270883,48.209999084472656
EXPD,0.010167319574989989,Industrials,0.8109969013444691,157.99000549316406
ROST,0.010108508251866792,Consumer Cyclical,0.8063058123642225,231.72999572753906
FDX,0.010050960738675278,Industrials,0.8017155312646493,411.75
SPG,0.010004682045530094,Real Estate,0.7980241083225261,204.91000366210938
PFE,0.009995928225084369,Healthcare,0.7973258592703499,26.18000030517578
JCI,0.009925870618098355,Industrials,0.791737709732784,134.05999755859375
EME,0.00990709556148586,Industrials,0.7902401161317375,826.8200073242188
ETR,0.009905846174711623,Utilities,0.7901404587151475,109.05000305175781
NSC,0.009813274365263806,Industrials,0.7827564623668175,304.9599914550781
STLD,0.009734442204543238,Basic Materials,0.7764684099849554,260.1499938964844
PLD,0.009668139969458662,Real Estate,0.7711798079292009,143.47000122070312
AIZ,0.009643132402132423,Financial Services,0.7691850777092882,248.8699951171875
HII,0.009624367261440673,Industrials,0.7676882750522991,308.1700134277344
MRK,0.009594329694913232,Healthcare,0.7652923266218391,118.72000122070312
JPM,0.009490504390023875,Financial Services,0.7570106944841479,299.30999755859375
CAT,0.009486731890622971,Industrials,0.7567097808262373,875.8699951171875
FCX,0.009484239427205879,Basic Materials,0.7565109693210941,65.70999908447266
KEYS,0.00944295106957892,Technology,0.7532176008132887,338.3299865722656
FFIV,0.009425448837371514,Technology,0.7518215341329677,383.45001220703125
UNP,0.009341629045474741,Industrials,0.7451356430288034,262.6400146484375
MNST,0.009334116498777188,Consumer Defensive,0.74453640425717,88.08000183105469
BMY,0.009331618626676053,Healthcare,0.7443371613279954,57.18000030517578
GILD,0.009291582360165354,Healthcare,0.7411436659487955,134.42999267578125
GE,0.009246544039321002,Industrials,0.7375511813832101,323.760009765625
WDC,0.009227760869682444,Technology,0.7360529406461166,531.2100219726562
EVRG,0.009196492846774915,Utilities,0.7335588447831763,82.04000091552734
PNW,0.009170230483990398,Utilities,0.7314640257226426,99.73999786376953
HUBB,0.009123941874924468,Industrials,0.7277718118364618,473.6099853515625
VTR,0.009116425722437555,Real Estate,0.7271722854488077,84.41999816894531
GLW,0.009108911372845325,Technology,0.7265729028691641,181.16000366210938
QCOM,0.009085156798082685,Technology,0.7246781176818622,251.02000427246094
TER,0.00907763343401705,Technology,0.7240780160621664,374.30999755859375
WST,0.009061380588583879,Healthcare,0.7227816067984352,322.80999755859375
F,0.009012592304522135,Consumer Cyclical,0.7188900061750696,17.440000534057617
EBAY,0.008998828316716693,Consumer Cyclical,0.7177921208004607,109.2699966430664
KIM,0.008993830769619744,Real Estate,0.7173934911341012,24.079999923706055
HLT,0.008985063427463915,Consumer Cyclical,0.7166941635218469,327.6600036621094
ADI,0.008963793203092306,Technology,0.7149975427036414,413.8500061035156
